Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2019,"9         ",Female,14,Right-Handed,168,29,168,2,Car,20,.461,40,Dancing,400,75,100,700,800,900,29,"Same length",90,95,"Ring finger",July,Fall,No,No,Seafood,Water,"Mathematics and statistics",8,9.5,4,"Yes - broadband connection","In person",7,9,15,2,.5,28,2,0,18,6,30,35,0,3,Some,Other,Country,Telepathy,Happy,Relative,Health
USA,DE,2015,"9         ",Female,18,Ambidextrous,150,20,148,2,Car,5,.2,30.5,Swimming,1000,1000,1000,1000,1000,1000,20,"Same length",50,52,"Ring finger",December,Winter,Yes,No,Pizza/Pasta,Coffee,Music,6,10,3,"Yes - dial-up connection","In person",245,300,50,50,50,50,50,50,50,50,50,50,50,50,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Teacher,"Education/Youth development"
USA,UT,2013,"9         ",Male,14,Right-Handed,55,,159,2,Car,8,.309,33,Soccer,800,800,900,900,1000,1000,,"Same length",,,"Index finger",December,Spring,Yes,No,Fruit,Water,"Physical education",6,9,6,"Yes - broadband connection","Text messaging",400,400,5,4,4,2,9,3,5,10,6,5,1,2,Some,"Some college",Pop,Fly,Happy,Friend,Health
USA,OR,2019,"9         ",Male,15,Right-Handed,175,30,172,1,Walk,7,0.028,54,"Football (American)",400,500,200,800,10,1000,29,"Right foot",80,90,"Ring finger",August,Spring,No,No,Other,"Soft drink (caffeinated)",,8,8,3,"Yes - dial-up connection","Cell phone",200,200,5,5,0,2,1,4,5,5,5,5,0,2,Some,"High school",Country,"Super strength",Rich,Other,"Wildlife, animals"
USA,IL,2016,"9         ",Female,14,Right-Handed,174,26,148,1,Car,25,0.527,38,Lacrosse,500,500,500,500,1000,1000,26,"Same length",80,80,"Index finger",May,Summer,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",5,5,15,4,10,3,20,0,7,4,10,0,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,Health
USA,IL,2016,"9         ",Female,15,Right-Handed,166,23,170,1,Car,30,.422,51,Other,500,400,300,500,10,500,23,"Same length",6.5,7,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,7,1,6,7,10,0,6,12,20,10,0,6,Some,"Graduate degree",Pop,Fly,Healthy,"Sports person",Health
USA,CO,2011,"9         ",Female,15,Right-Handed,"52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2018,"9         ",Female,14,Right-Handed,160,27,170,2,Car,25,0.35,6,Basketball,500,100,1000,1000,1000,1000,27,"Same length",10,90,"Same length",August,Summer,No,No,Meat,Water,"Social studies",9,5,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,5,1,20,30,1,50,10,5,20,5,15,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Friend,"Wildlife, animals"
USA,GU,2014,"9         ",Male,15,Right-Handed,170.2,28,158,1,Car,20,0.415,.25,Bowling,610,743,599,775,5,540,28,"Same length",9,8,"Index finger",March,Summer,No,No,Meat,"Soft drink (non-caffeinated)",Science,10,24,6,"No internet connection","Myspace, Facebook, other social networking sites, or blog",100,100,48,0,5,10,15,-0,10,0,9,1,0,0,"A lot","Some college",Gospel,Fly,Healthy,Relative,"Education/Youth development"
USA,GA,2016,"9         ",Male,15,Right-Handed,175.2,25,169,2,Bus,10,.293,40,Baseball/Softball,636,824,652,872,348,604,25,"Same length",8.5,10,"Index finger",October,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Text messaging",100,10000,45,2,10,5,7,5,25,3,5,1,0,1,"Very little","Graduate degree",Gospel,Invisibility,Happy,"Religious figure","Education/Youth development"
USA,IL,2016,"9         ",Female,14,Right-Handed,168,22,154,2,Car,7,1.083,45,Other,1000,1000,1000,1000,600,600,22,"Same length",8,7,"Index finger",August,Fall,No,No,Meat,Water,Art,7,10,4,"Yes - other","Internet chat or instant messaging",50,50,24,2,24,72,4,0,12,12,3,7,0,1,"A lot","Graduate degree",Country,Fly,Happy,Friend,Health
USA,IL,2016,"9         ",Female,15,Right-Handed,182,23,196,1,Car,8,.706,43,Other,500,500,500,500,1000,1000,25,"Left foot",8,8,"Index finger",April,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,7,12,4,"Yes - broadband connection","Text messaging",20,20,63,0,10,0,12,0,24,0,24,48,0,0,Some,"Graduate degree",Pop,"Freeze time",Famous,Relative,"Arts, culture, sports"
USA,GA,2017,"9         ",Male,14,Right-Handed,165,28,91,2,Bus,25,.4162,34,Bowling,1000,900,500,800,400,600,28,"Same length",914,914,"Ring finger",April,Spring,No,No,Meat,"Soft drink (caffeinated)",Science,6,9,4,"Yes - other","In person",0,0,40,1,3,14,7,45,5,3,50,35,2,6,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,GU,2014,"9         ",Male,14,Right-Handed,5.1,24,168,1,Car,5,0.361,53,Running/Jogging,1000,1000,100,1000,10,10,24,"Same length",7,7,"Same length",November,Winter,No,No,"Rice/Noodle dishes",Water,Geography,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,3,0,0,1,5,5,0,0,0,1,5,0,5,"A lot","High school",Jazz,Telepathy,Happy,"Community leader or elder",Health
USA,NC,2016,"9         ",Male,13,Right-Handed,165,26,163,2,Bus,20,.301,60,Walking/Hiking,590,500,600,700,300,550,25.1,"Right foot",73,75,"Ring finger",September,Fall,Yes,No,Other,Water,"Mathematics and statistics",8,4,3,"Yes - broadband connection","In person",15,20,35,2,10,10,2,5,15,7,20,6,0,10,Some,"Graduate degree",Other,"Freeze time",Rich,Relative,Health
USA,GA,2018,"9         ",Female,14,Right-Handed,165.1,20.32,175,1,Car,6,0.346,45,None,100,9,1000,8,10000,10000,20.32,"Same length",76.2,76.2,"Same length",March,Fall,No,No,Other,"Soft drink (caffeinated)",Art,8,10,7,"Yes - broadband connection","Internet chat or instant messaging",100,30,3,1,2,1,0,19,19,19,19,2,0,2,"A lot","High school","Rhythm and blues (R&B)",Invisibility,Happy,Friend,"International aid"
USA,GA,2018,"9         ",Male,15,Right-Handed,179.8,30.4,154,1,Bus,"15 ",.353,43,Cycling,50,1000,100,100,10,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NH,2019,"9         ",Female,14,Right-Handed,172.7,22,172.7,1,Bus,7,0.334,27,Gymnastics,0,1000,1000,1000,160,365,22,"Same length",88.9,63.5,"Index finger",May,Fall,Yes,No,Meat,Water,History,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",200,210,,,,,,,,,,,,,,,,,Healthy,,
USA,MI,2018,"9         ",Male,14,Right-Handed,166,27,168,1,Car,90,.315,48,Swimming,800,600,700,500,900,1000,27,"Same length",83,85,"Ring finger",May,Summer,No,No,Meat,Water,"Computers and technology",7.5,9,4,"Yes - broadband connection","Internet chat or instant messaging",50,100,8,1,10,5,0,10,5,2,10,0,0,0,"A lot","Graduate degree",Other,Invisibility,Rich,Relative,"International aid"
USA,GA,2016,"9         ",Female,15,Right-Handed,154.9,21,154,1,Car,7,.33,40,Other,658,187,527,1000,508,989,20,"Right foot",7,6,"Index finger",November,Fall,Yes,No,Fruit,Water,Art,5,9,5,"Yes - other","Cell phone",300,375,90,75,20,80,80,7,100,110,100,40,0,30,"A lot","High school",Country,Telepathy,Famous,Actor,Health
USA,OH,2013,"9         ",Female,15,Right-Handed,145,23,66,1,Bus,30,407,57,"Football (American)",700,900,700,1000,500,600,24,"Left foot",,80,"Ring finger",February,Fall,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",9,12,8,"Yes - other","Cell phone",8,15,4,3,1,5,0,0,10,12,24,10,0,3,"A lot","Some college","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,IL,2016,"9         ",Female,15,Right-Handed,160,26,60,1,Car,10,0.5,43,Dancing,800,800,1000,500,0,300,26,"Left foot",76,57,"Same length",December,Fall,Yes,No,Salads,Water,"Mathematics and statistics","7 ",,4,"Yes - other","Text messaging",40,148,8,,,,,,,,,,,,,,,,,,
USA,MD,2015,"9         ",Female,14,Right-Handed,162,,162,2,Walk,4,.893,37,Dancing,100,1000,1000,1000,100,300,36,"Left foot",325,325,"Same length",July,Fall,Yes,No,Pizza/Pasta,Water,English,8,9,5,"Yes - broadband connection","In person",100,150,50,1,15,1,20,0,1,30,1,1,0,5,Some,"Graduate degree","Punk rock",Fly,Happy,Teacher,"Wildlife, animals"
USA,GU,2014,"9         ",Male,14,Left-Handed,179,28,179,2,Car,15,0.402,45,Gymnastics,583,562,508,490,139,123,28,"Same length",100,100,"Same length",May,Winter,No,No,Pizza/Pasta,Water,Art,7,10,3,"Yes - other","Internet chat or instant messaging",3,4,14,1,2,14,18,8,20,1,24,7,0,5,Some,"Some college","Rap/Hip hop","Freeze time",Happy,"Sports person","Arts, culture, sports"
USA,NE,2013,"9         ",Male,14,Right-Handed,167,27,170,2,Car,15,0.342,44,Soccer,1000,1000,1000,1000,945,1000,26,"Right foot",90,90,"Same length",November,Winter,No,No,Pizza/Pasta,Tea,History,9,11,5,,"Cell phone",80,70,6,10,4,8,1,0,9,10,10,7,3,3,"Very little","Graduate degree",Pop,Invisibility,Famous,"Musician or singer","International aid"
USA,NJ,2017,"9         ",Female,15,Right-Handed,163,27,156,1,Car,5,.0512,46,None,1000,471,1000,476,289,289,26,"Right foot",6.5,7,"Index finger",November,Fall,Yes,No,Other,Water,Art,7,7,4,"Yes - other","Internet chat or instant messaging",10,20,24,0,3,6,10,0,12,30,120,100,0,0,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Other
USA,HI,2011,"9         ",Male,15,,173,32,125,2,Other,15,.288,20,None,255,255,255,,1000,1000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MD,2015,"9         ",Female,15,Right-Handed,5.6,"   20  ",60.9,1,Car,20,.814,53,"Hockey (Field)",1000,900,1000,999,700,700,19.8,"Right foot",76.2,61.7,"Index finger",July,Spring,No,Yes,"No favorite",Water,English,9,12,4,"Yes - other","Text messaging",5,6,18,1.5,28,36,14,1,4.5,7,45,1,0,6,Some,Other,Techno/Electronic,Fly,Happy,Other,"International aid"
USA,CA,2018,"9         ",Female,14,Right-Handed,149,"24 ",140,1,Car,10,.564,60,Skateboarding/Rollerblading,500,600,700,700,500,1000,23,"Right foot",75,70,,June,Winter,Yes,No,Pizza/Pasta,Water,English,6,8,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,5,15,10,10,15,5,3,20,30,30,10,0,10,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Musician or singer",Health
USA,SD,2011,"9         ",Female,14,Right-Handed,173,27,174,1,Car,10,0.328,48,Swimming,979,909,578,,1000,1000,26,"Right foot",80,70,"Index finger",April,Fall,No,No,Meat,Water,Science,8,7,5,"Yes - dial-up connection","In person",0,0,40,1,3,6,13,1,3,1,3,7,0,8,Some,Other,Country,Invisibility,Happy,"Religious figure","Wildlife, animals"
USA,CA,2017,"9         ",Female,14,Right-Handed,160,24,135,3,Car,40,0.429,37,Dancing,1000,1000,1000,471,91,508,24,"Left foot",11,8,"Index finger",July,Summer,Yes,No,"Rice/Noodle dishes",Juice,Science,8,10,2,"Yes - broadband connection","Text messaging",9,40,35,0,1,20,19,0,100,100,50,14,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"Wildlife, animals"
USA,MN,2018,"9         ",Female,14,Right-Handed,157,24,,1,Bus,40,0.5,46,Other,990,990,500,600,200,1000,157,"Right foot",,,"Index finger",October,Fall,No,No,"No favorite",Water,Science,6,10,5,"Yes - broadband connection",,500,500,30,5,2,40,10,8,60,60,60,60,10,5,"Very little","Some college",Pop,Invisibility,Famous,Actor,"Wildlife, animals"
USA,SC,2015,"9         ",Female,14,Right-Handed,,,,1,Bus,10,0.405,49,Other,,,,,,,,"Same length",,,"Same length",August,Summer,No,No,Breads/Sandwiches,"Soft drink (caffeinated)",Geography,10,3,4,"Yes - broadband connection","Text messaging",100,100,0,10,3,10,2,3,4,7,6,4,6,5,"A lot","Some college","Rap/Hip hop",Fly,Famous,Other,"Education/Youth development"
USA,MI,2016,"9         ",Female,13,Right-Handed,176,24,168,2,Car,3,.409,44,Other,1000,626,503,305,267,273,24,"Same length",90,93,"Ring finger",October,Summer,Yes,No,Pizza/Pasta,Water,Art,8,10,4,"Yes - broadband connection",,9,68,24,1,4,5,11,1,3,1,6,2,2,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,Other
USA,NC,2013,"9         ",Female,15,Right-Handed,160,22,164,1,Car,20,2.34,87,Swimming,80,1000,257,456,283,1000,22,"Same length",60,60,"Same length",February,Winter,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,6,0,10,5,100,30,0,99,99,100,99,0,89,"Very little",Other,"Rap/Hip hop",Invisibility,Famous,Relative,Health
USA,MI,2019,"9         ",Female,14,Right-Handed,63,23,150,2,Car,4,0.879,64,Golf,800,800,1000,500,0,0,23,"Same length",60,70,"Ring finger",June,Winter,Yes,No,Seafood,Water,Music,5,11,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,122,16,2,4,20,10,3,"29 ",1,1,10,0,8,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,Other,Religious
USA,HI,2011,"9         ",Female,15,Right-Handed,,22,155.5,2,Car,27,0.391,50,Soccer,540,230,390,,770,840,21.5,"Right foot",60,70,"Ring finger",January,Winter,No,No,Other,Juice,"Physical education",9.5,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,2,1,11,4,14,14,9,4,13,4,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Business person","International aid"
USA,GA,2019,"9         ",Female,14,Right-Handed,154.9,20,176,"1 ",Car,10,0.397,71,Swimming,481,112,540,872,545,807,18,"Right foot",8,6,"Index finger",December,Winter,Yes,No,Poultry,Water,English,6,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,5,2,5,5,3,1,1,5,2,5,1,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,Environment
USA,GA,2018,"9         ",Female,13,Right-Handed,165,2,15,2,Car,15,.544,36,Swimming,107,0,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2017,"9         ",Male,14,Right-Handed,181,27,180,1,Car,15,6.69,43,Tennis,600,600,500,350,900,900,27,"Same length",110,120,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Juice,English,7,9,4,"Yes - other",,10,10,10,1,6,9,20,10,8,5,4,12,0,4,Some,Other,"Rap/Hip hop","Freeze time",Rich,"Musician or singer",Health
USA,HI,2011,"9         ",Male,14,Right-Handed,173,27,172,1,Car,75,.309,,Baseball/Softball,658,326,583,,551,561,27,"Left foot",94,82,"Index finger",February,Spring,No,No,Meat,"Soft drink (non-caffeinated)","Physical education",6,9,4,"Yes - broadband connection","Text messaging",4,9,47,1,5,2,14,1,3,10,3,4,0,1,"Very little","Graduate degree",Reggae,"Freeze time",Happy,"Sports person","Arts, culture, sports"
USA,IA,2012,"9         ",Female,18,Right-Handed,167.6,24,162,1,Car,7,.487,76,Gymnastics,578,861,535,497,1000,1000,24,"Same length",69,72,"Ring finger",March,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7,7,4,"Yes - broadband connection","Cell phone",9,5,0,.25,4,12,0,2,2,.5,20,10,40,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Other
USA,GA,2016,"9         ",Male,14,Right-Handed,177,30,61,1,Car,5,.309,40,Baseball/Softball,10,10,10,10,6,10,71,"Same length",9,9,"Same length",July,Summer,No,No,Desserts,"Soft drink (caffeinated)","Physical education",8,14,5,"Yes - broadband connection","In person",0,10,1,0,4,1,8,8,0,0,8,2,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,WI,2014,"9         ",Female,14,Left-Handed,55,28,60,1,Car,,048,38,Golf,8,10,7,10,10,20,31,"Left foot",4,3,"Index finger",September,Fall,No,No,Fruit,"Soft drink (non-caffeinated)",English,8,6,4,"Yes - other","Text messaging",,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"9         ",Female,15,Right-Handed,172,23,170,2,Car,45,0.787,43,Other,999,800,999,899,700,700,24,"Left foot",110,70,"Index finger",February,Summer,Yes,No,Meat,Juice,History,7,10,4,"Yes - broadband connection","Cell phone",35,20,9,2,35,40,10,4,30,1,25,25,0,10,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,MI,2019,"9         ",Female,14,Right-Handed,166,25,165,1,Car,40,.714,44,"Hockey (Ice)",500,600,500,500,700,900,23,"Right foot",71,71,"Same length",March,Winter,No,No,Meat,Water,Science,9,9,3,"Yes - broadband connection","Text messaging",100,200,7,5,25,5,20,0,15,3,24,5,0,10,Some,"Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Coach or club leader","Wildlife, animals"
USA,NH,2019,"9         ",Male,14,Right-Handed,182.8,31.75,182.8,1,Car,10,.595,37,"Football (American)",781,775,513,658,294,690,31.75,"Same length",90,85,"Index finger",September,Fall,No,No,Meat,Juice,"Social studies",8," 8",6,"Yes - broadband connection","In person",4,4,3,1,8,3,5,5,0,1,6,4,0,3,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,HI,2011,"9         ",Male,14,Right-Handed,175.2,26.67,114.3,1,Car,20,.199,78,Other,750,500,500,,500,1000,26.67,"Same length",100,80,"Same length",June,Winter,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Other,5,8,5,"Yes - other",Telephone,0,0,40,3,20,5,0,1,0,0,30,1,0,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Actor,Other
USA,MI,2019,"9         ",Female,14,Right-Handed,168,24,172,1,Car,45,.74,37,Baseball/Softball,1000,700,800,700,1000,1000,24,"Same length",80,75,"Index finger",January,Summer,No,No,Meat,Water,"Mathematics and statistics",5,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,200,35,1,10,6,8,1,84,50,80,4,2,0,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Actor,Health
USA,PA,2019,"9         ",Male,14,Right-Handed,176,25,176,2,Bus,45,0.386,30,"Football (American)",209,112,722,727,610,1000,25,"Same length",90,95,"Ring finger",November,Spring,No,No,Meat,Water,"Mathematics and statistics",8,9.5,6,"Yes - broadband connection","Text messaging",150,160,10,0,10,15,10,0,18,10,168,,,,,,,,,,
USA,MD,2015,"9         ",Female,15,Right-Handed,164,20,164,2,Car,13,1.9,55,Gymnastics,995,800,1000,992,500,999,20,"Same length",80,78,"Index finger",August,Summer,No,No,Desserts,Water,Art,7,10,5,"Yes - dial-up connection","In person",75,73,7,4,3,8,3,0,1,3,0,1,0,1,"A lot","Graduate degree",Reggae,Invisibility,Healthy,Other,"Wildlife, animals"
